english,hindi
"Can you read his pulse?
","आप उसकी नब्ज पढ़ सकते हैं?
"
"Not the usual lot
","हमेशा की तरह बहुत कुछ
"
"Wouldn't that be something?
","काफ़ी अद्भुत होगा न?
"
"""And those who can't, supervise.""
","""और जो नहीं कर सकते हैं, देखें।""
"
"Why have you done that?
","- ऐसा क्यों किया?
"
"That guy you're after.
","आप के बाद कर रहे हैं उस आदमी.
"
"This is not a riot!
","यह दंगा-फ़साद नहीं है!
"
"Like a hive mind.
","एक छत्ता मन की तरह .
"
"Coop, finish your fritter, please.
","Coop, अपना खाना ख़तम करो .
"
"And you must be Kai!
","और तुम यकीनन काई होगे!
"
"I hope you'll survive.
","मुझे आशा है कि तुम जीवित हूँ से.
"
"man speaking native language:
","पुरुष अपनी मातृभाषा में बोल रहा है:
"
"Mom, I can't hear you.
","माँ , मैं तुम्हें सुन नहीं सकता.
"
"Please give me Rani's address.
","प्लीज मुझे रानी का पता दे दो.
"
"That was an order!
","यह एक आदेश था!
"
"- But she won't.
","लेकिन वह नहीं.
"
"It's an old fool's rubbish.
","यह एक पुरानी मूर्ख बकवास है.
"
"I don't need your help.
","मुझे आपकी मदद की जरूरत नहीं है.
"
"Martin's son Kevin got killed.
","मार्टिन का बेटा केविन मारा गया।
"
"Just feast your fucking eyes!
","बस दावत अपने कमबख्त आंखें!
"
"I gotta get her.
","मुझे उसे लाना होगा।
"
"How long you staying?
","तुम कब तक रह?
"
"It's very pretty, Andy.
","यह बहुत सुंदर है, एंडी.
"
"A dreamer after all.
","एक सपने देखने के बाद सब.
"
"I'm not a hugger.
","मैं एक गुप्त नहीं हूँ।
"
"This is a chase Rahul!
","ये चेज है राहुल!
"
"- I swear to you.
","- मैं आप की कसम खाता हूँ।
"
"- Nothing to say?
","- कोई बात नहीं?
"
"Does he have a pulse?
","वह एक नाड़ी है?
"
"Oh, it's 5 dollar.
","ओह, यह 5 डॉलर है.
"
"I need another drink.
","मैं एक और पीने की जरूरत है.
"
"Only one gets away.
","केवल एक ही दूर हो जाता है.
"
"But the love in me.
","लेकिन में मुझे प्यार करते हो.
"
"Their ships just stopped shooting.
","अपने जहाजों सिर्फ शूटिंग बंद कर दिया.
"
"Jack, what are you doing?
","जैक, तुम क्या कर रहे हो?
"
"- What about New York?
","- न्यूयॉर्क के बारे में क्या?
"
"YOU JUST KEEP A LOOKOUT.
","तुम सिर्फ एक तलाश रखना. गंदगी!
"
"A new future for mankind.
","मानवताकेलिएएकनएभविष्य.
"
"How you doing man?
","आप आदमी कैसे हो?
"
"- Don't say anything.
","- कुछ मत कहना. भाड़ में जाओ.
"
"- Or maybe not.
","- या शायद नहीं -.
"
"We've got 19 references
","हम 19 संदर्भों मिल गया है
"
"Let's go to beach, come.
","चलो ना... बीच़ पर चलते हैं.
"
"Mark two within perimeter.
","परिधि के भीतर मार्क दो.
"
"Ella... are you there?
","वह ... आप वहाँ हैं?
"
"That's not going to work.
","काम करने के लिए नहीं जा रहा है कि .
"
"We have to go now.
","हम अब जाना है.
"
"I'm gonna return it.
","मैं कर रहा हूँ।
"
"Honestly, Amelia... it might.
","ईमानदारी से, Amelia... ऐसा हो सकता है .
"
"With all this, that's $82,400.
","इस सब के साथ, कि 82,400 डॉलर है.
"
"We have to help him.
","हमें उसकी मदद करनी होगी।
"
"Give me the word, boss.
","मेरे शब्द मालिक दें।
"
"Have we been bad?
","क्या हम बुरे हो गए हैं?
"
"America can't do this alone.
","ये काम अमरीका अकेला नहीं कर सकता।
"
"Let's get him some rocks.
","चलो उसके लिए कुछ पत्थर इकठ्ठा करें.
"
"We will grow old together.
","हम एक साथ ही बड़े होंगे।
"
"It's Grady, Mr. Torrance.
","मैं ग्रेडी हूं, श्री टॉरंस.
"
"That's a damn shame.
","एक बहुत शर्म की बात है.
"
"Joy of Heaven and Earth.
","स्वर्ग और पृथ्वी के जोय.
"
"I want personal information.
","मैं व्यक्तिगत जानकारी चाहते हैं.
"
"Late last night, your daughter...
","कल देर रात अपनी बेटी ...
"
"Master Friis, it's two o'clock.
","मास्टर फ्रिईस. दो बजे गये है.
"
"I can't miss this!
","मैं इसे मिस नहीं कर सकता !
"
"I need your help.
","मैं तुम्हारी मदद की जरूरत है.
"
"And things are getting better.
","और चीजें बेहतर होने की आशा कर सकते है .
"
"You have a death wish?
","आप एक मरने की इच्छा है?
"
"I do not understand.
","मुझे समझ में नहीं आता.
"
"Lasse Karlsson from Tommelilla.
","लेसे कार्लस्सन टॉमेलिला से.
"
"- How's your day?
","- आपका दिन कैसा है?
"
"How long do we have?
","हमारे पास कितना वक्त है?
"
"Thank you for seeing me.
","मुझे देख के लिए धन्यवाद।
"
